1,0,0,0
4.83153,0,0,0

2,0,0,0
4.83153,0,0,2

3,0,0,0
22.4956,0,5,2

4,0,0,0
22.4956,0,5,3

5,0,0,0
33.9468,0,8,3

6,0,0,0
33.9468,0,8,4

7,0,0,0
45.4069,0,11,5

8,0,0,0
55.9499,0,14,5

9,0,0,0
55.9499,0,14,6

10,0,0,0
69.8703,0,17,6

11,0,0,0
69.8703,0,17,7

12,0,0,0
80.7256,0,20,7

13,0,0,0
80.7256,0,20,8

14,0,0,0
92.891,0,23,9

15,0,0,0
106.357,0,26,9

16,0,0,0
106.357,0,26,10

17,0,0,0
116.906,0,29,10

18,0,0,0
116.906,0,29,11

19,0,0,0
127.21,0,32,11

20,0,0,0
127.21,0,32,12

21,0,0,0
139.169,0,35,13

22,0,0,0
149.888,0,38,13

23,0,0,0
149.888,0,38,15

24,0,0,0
180.824,0,44,16

25,0,0,0
192.358,0,47,16

26,0,0,0
192.358,0,47,17

27,0,0,0
204.985,0,50,18

28,0,0,0
219.34,0,53,18

29,0,0,0
219.34,0,53,19

30,0,0,0
232.945,0,56,19

31,0,0,0
232.945,0,56,20

32,0,0,0
243.981,0,59,20

33,0,0,0
243.981,0,59,21

34,0,0,0
256.66,0,62,22

35,0,0,0
266.906,0,65,22

36,0,0,0
266.906,0,65,23

37,0,0,0
278.124,0,68,24

38,0,0,0
288.388,0,71,25

39,0,0,0
299.554,0,74,26

40,0,0,0
311.203,0,77,27

41,0,0,0
322.161,0,80,28

42,0,0,0
331.972,0,83,29

43,0,0,0
345.832,0,86,30

44,0,0,0
356.732,0,89,31

45,0,0,0
366.422,0,92,32

46,0,0,0
376.464,0,95,33

47,0,0,0
386.288,0,98,34

48,0,0,0
396.58,0,101,35

49,0,0,0
408.07,0,104,36

50,0,0,0
418.002,0,107,37

51,0,0,0
432.167,0,110,38

52,0,0,0
442.257,0,113,39

53,0,0,0
453.858,0,116,39

54,0,0,0
453.858,0,116,40

55,0,0,0
465.316,0,119,41

56,0,0,0
474.769,0,122,42

57,0,0,0
486.159,0,125,42

58,0,0,0
486.159,0,125,43

59,0,0,0
499.665,0,128,45

60,0,0,0
519.847,0,134,47

61,0,0,0
541.902,0,140,49

62,0,0,0
561.999,0,146,51

63,0,0,0
581.653,0,152,52

64,0,0,0
592.519,0,155,53

65,0,0,0
604.968,0,158,54

66,0,0,0
615.05,0,161,56

67,0,0,0
634.752,0,167,58

68,0,0,0
655.695,0,173,60

69,0,0,0
678.362,0,179,62

70,0,0,0
700.957,0,185,64

71,0,0,0
720.705,0,191,66

72,0,0,0
738.461,0,197,68

73,0,0,0
758.306,0,203,70

74,0,0,0
776.136,0,209,71

75,0,0,0
787.111,0,212,72

76,0,0,0
796.329,0,215,73

77,0,0,0
809.077,0,218,74

78,0,0,0
820.714,0,221,76

79,0,0,0
841.724,0,227,78

80,0,0,0
859.121,0,233,80

81,0,0,0
876.228,0,239,82

82,0,0,0
896.047,0,245,83

83,0,0,0
909.305,0,248,85

84,0,0,0
930.716,0,254,87

85,0,0,0
947.548,0,260,89

86,0,0,0
965.945,0,266,91

87,0,0,0
980.646,0,272,93

88,0,0,0
996.324,0,278,95

89,0,0,0
1014.64,0,284,97

90,0,0,0
1032.3,0,290,99

91,0,0,0
1051.54,0,296,101

92,0,0,0
1065.83,0,302,103

93,0,0,0
1086.19,0,308,106

94,0,0,0
1090.47,0,317,107

95,0,0,0
1097.26,0,320,107

96,0,0,0
1100.86,0,320,107

97,0,0,0
1105,0,320,108

98,0,0,0
1117.85,0,323,109

99,0,0,0
1121.26,0,326,110

100,0,0,0
1131.84,0,329,111

101,0,0,0
1138.66,0,332,112

102,0,0,0
1149.97,0,335,113

103,0,0,0
1163.67,0,338,115

104,0,0,0
1183.52,0,344,117

105,0,0,0
1195.13,0,350,119

106,0,4,0
1211.84,0,356,122

107,0,0,0
1240.49,0,365,125

108,0,0,0
1251.87,0,374,129

109,0,1,0
1290.7,0,386,133

110,0,2,0
1328.27,0,398,137

111,0,0,0
1338.94,0,410,140

112,0,0,0
1338.94,0,419,140

113,0,0,0
1348.8,0,419,141

114,0,1,0
1352.15,0,422,141

115,0,0,0
1366.85,0,422,141

116,0,0,0
1372.71,0,422,141

117,0,0,0
1372.71,0,422,141

118,0,0,0
1372.71,0,422,142

119,0,0,0
1372.71,0,425,143

120,0,1,0
1372.71,0,428,143

121,0,0,0
1376.17,0,428,144

122,0,0,0
1376.17,0,431,145

123,0,1,0
1379.65,0,434,146

124,0,0,0
1379.65,0,437,146

125,0,0,0
1390.96,0,437,147

126,0,0,0
1394.81,0,440,148

127,0,0,0
1394.81,0,443,149

128,0,1,0
1394.81,0,446,150

129,0,0,0
1403.21,0,449,151

130,0,0,0
1403.21,0,452,152

131,0,3,0
1410.81,0,455,153

132,0,0,0
1410.81,0,458,154

133,0,1,0
1414.99,0,461,155

134,0,0,0
