1,0,0,0
4.83153,0,0,0

2,0,0,0
4.83153,0,0,1

3,0,0,0
11.9044,0,2,2

4,0,0,0
22.4342,0,5,2

5,0,0,0
22.4342,0,5,3

6,0,0,0
33.8944,0,8,3

7,0,0,0
33.8944,0,8,4

8,0,0,0
45.4047,0,11,4

9,0,0,0
45.4047,0,11,5

10,0,0,0
55.9844,0,14,5

11,0,0,0
55.9844,0,14,6

12,0,0,0
70.0337,0,17,6

13,0,0,0
70.0337,0,17,7

14,0,0,0
80.8118,0,20,8

15,0,0,0
93.099,0,23,9

16,0,0,0
106.439,0,26,9

17,0,0,0
106.439,0,26,10

18,0,0,0
116.998,0,29,10

19,0,0,0
116.998,0,29,11

20,0,0,0
127.36,0,32,12

21,0,0,0
138.98,0,35,12

22,0,0,0
138.98,0,35,13

23,0,0,0
149.667,0,38,14

24,0,0,0
161.994,0,41,14

25,0,0,0
161.994,0,41,15

26,0,0,0
179.669,0,44,15

27,0,0,0
179.669,0,44,16

28,0,0,0
191.296,0,47,16

29,0,0,0
191.296,0,47,17

30,0,0,0
203.794,0,50,18

31,0,0,0
217.706,0,53,18

32,0,0,0
217.706,0,53,19

33,0,0,0
231.94,0,56,20

34,0,0,0
243.339,0,59,21

35,0,0,0
255.649,0,62,22

36,0,0,0
265.854,0,65,23

37,0,0,0
277.009,0,68,24

38,0,0,0
287.262,0,71,25

39,0,0,0
299.15,0,74,26

40,0,0,0
310.994,0,77,27

41,0,0,0
321.929,0,80,27

42,0,0,0
321.929,0,80,28

43,0,0,0
331.605,0,83,29

44,0,0,0
345.455,0,86,30

45,0,0,0
356.284,0,89,31

46,0,0,0
366.143,0,92,32

47,0,0,0
375.953,0,95,33

48,0,0,0
386.032,0,98,33

49,0,0,0
386.032,0,98,34

50,0,0,0
396.318,0,101,34

51,0,0,0
396.318,0,101,35

52,0,0,0
406.859,0,104,36

53,0,0,0
417.095,0,107,37

54,0,0,0
430.462,0,110,38

55,0,0,0
440.421,0,113,39

56,0,0,0
452.452,0,116,40

57,0,0,0
465.055,0,119,41

58,0,0,0
474.683,0,122,42

59,0,0,0
485.311,0,125,43

60,0,0,0
499.881,0,128,43

61,0,0,0
499.881,0,128,44

62,0,0,0
511.229,0,131,45

63,0,0,0
521.301,0,134,46

64,0,0,0
534.232,0,137,46

65,0,0,0
534.232,0,137,48

66,0,0,0
554.413,0,143,49

67,0,0,0
563.908,0,146,50

68,0,0,0
575.012,0,149,51

69,0,0,0
584.524,0,152,52

70,0,0,0
595.542,0,155,54

71,0,0,0
617.996,0,161,55

72,0,0,0
627.979,0,164,56

73,0,0,0
637.943,0,167,57

74,0,0,0
647.575,0,170,58

75,0,0,0
658.584,0,173,59

76,0,0,0
669.472,0,176,61

77,0,0,0
688.723,0,182,63

78,0,0,0
700.744,0,188,63

79,0,0,0
700.744,0,188,63

80,0,0,0
700.744,0,188,64

81,0,0,0
700.744,0,191,64

82,0,0,0
700.744,0,191,64

83,0,0,0
706.572,0,191,65

84,0,0,0
715.649,0,194,65

85,0,0,0
719.941,0,194,65

86,0,0,0
719.941,0,194,65

87,0,0,0
725.231,0,194,65

88,0,0,0
725.231,0,194,65

89,0,0,0
725.231,0,194,65

90,0,0,0
725.231,0,194,65

91,0,0,0
725.231,0,194,65

92,0,0,0
729.665,0,194,66

93,0,0,0
729.665,0,197,66

94,0,0,0
733.518,0,197,66

95,0,0,0
733.518,0,197,66

96,0,0,0
733.518,0,197,66

97,0,0,0
733.518,0,197,67

98,0,0,0
739.909,0,200,67

99,0,0,0
739.909,0,200,67

100,0,0,0
739.909,0,200,67

101,0,0,0
739.909,0,200,67

102,0,0,0
739.909,0,200,67

103,0,0,0
739.909,0,200,67

104,0,0,0
739.909,0,200,67

105,0,0,0
743.546,0,200,67

106,0,0,0
743.546,0,200,67

107,0,0,0
743.546,0,200,67

108,0,0,0
743.546,0,200,67

109,0,0,0
746.89,0,200,67

110,0,0,0
746.89,0,200,67

111,0,0,0
746.89,0,200,67

112,0,0,0
746.89,0,200,67

113,0,0,0
746.89,0,200,67

114,0,0,0
750.47,0,200,67

115,0,0,0
756.584,0,200,67

116,0,0,0
756.584,0,200,67

117,0,0,0
756.584,0,200,67

118,0,0,0
756.584,0,200,67

119,0,0,0
756.584,0,200,67

120,0,0,0
756.584,0,200,67

121,0,0,0
756.584,0,200,68

122,0,0,0
763.942,0,203,68

123,0,0,0
763.942,0,203,69

124,0,0,0
763.942,0,206,69

125,0,0,0
763.942,0,206,69

126,0,0,0
763.942,0,206,69

127,0,0,0
763.942,0,206,69

128,0,0,0
763.942,0,206,69

129,0,0,0
763.942,0,206,69

130,0,0,0
763.942,0,206,69

131,0,0,0
767.533,0,206,69

132,0,0,0
767.533,0,206,69

133,0,0,0
767.533,0,206,69

134,0,0,0
767.533,0,206,69

135,0,0,0
767.533,0,206,69

136,0,0,0
